conversation_ID,floor_transfer_offset,conversation_time,t1_speaker,t2_speaker,t1_seq_initiating,t1_seq_responding,t1_seq_backchannel,t2_seq_initiating,t2_seq_responding,t2_seq_backchannel,t1_proc_clauses,t2_proc_clauses,t1_proc_frequency,t2_proc_frequency,t1_proc_concreteness,t2_proc_concreteness,t1_nonv_speaker_gaze,t1_nonv_listener_gaze,t1_nonv_pitch,t1_oth_sex,t2_oth_sex,t1_proc_speechrate,t2_proc_speechrate,t1_proc_duration,t2_proc_duration
DVA12S,0.9110000000000014,146.32523,1,2,no,no,no,no,no,yes,2,1,579.9285714285714,160,1.856153846153846,2.83,g,g,low,F,F,1.2982199133755172,1.185388453541391,4.438999999999993,0.37000000000000455
DVA12S,-0.3329999999999984,147.27323,2,1,no,no,yes,no,no,no,1,1,160,289.3,2.83,1.9342857142857144,g,g,high,F,F,1.185388453541391,0.9943682417993965,0.37000000000000455,1.8199999999999932
DVA12S,-0.6110000000000184,148.48223,1,2,no,no,no,no,no,no,1,2,289.3,399.94117647058823,1.9342857142857144,1.865,g,x-g,low,F,F,0.9943682417993965,0.8023058284895034,1.8199999999999932,3.7670000000000243
DVA12S,1.0360000000000014,152.24923,2,1,no,no,no,no,no,no,2,1,399.94117647058823,791.6,1.865,1.6900000000000002,x,g,mid,F,F,0.8023058284895034,1.1026794024392073,3.7670000000000243,1.565999999999974
DVA12S,0.0770000000000266,154.85123,1,2,no,no,no,no,no,no,1,1,791.6,174.33333333333334,1.6900000000000002,NA,g,g,low,F,F,1.1026794024392073,1.166766267921957,1.565999999999974,0.839999999999975
DVA12S,0.46999999999999886,155.76823,2,1,no,no,no,yes,no,no,1,2,174.33333333333334,266.6363636363636,NA,1.6281818181818182,x,g,low,F,F,1.166766267921957,0.9970536036411154,0.839999999999975,2.737000000000023
DVA12S,0.3889999999999816,158.97523,1,2,no,no,no,yes,yes,no,2,1,266.6363636363636,2702,1.6281818181818182,1.53,g,g,mid,F,F,0.9970536036411154,0.9255563970850584,2.737000000000023,0.3400000000000034
DVA12S,0.5190000000000055,159.70423,2,1,yes,yes,no,no,yes,no,1,1,2702,2702,1.53,1.53,g,g,high,F,F,0.9255563970850584,1.7258861639226117,0.3400000000000034,0.21999999999999886
DVA12S,-0.19200000000000728,160.25123,1,2,no,yes,no,yes,no,no,1,1,2702,354.25,1.53,1.6233333333333333,g,g,mid,F,F,1.7258861639226117,1.3481177574599865,0.21999999999999886,0.8100000000000023
DVA12S,0.27199999999999136,161.06123,2,1,yes,no,no,no,yes,no,1,1,354.25,519.4285714285714,1.6233333333333333,1.7533333333333332,g,g,high,F,F,1.3481177574599865,0.805824561596106,0.8100000000000023,1.200000000000017
DVA12S,0.5519999999999925,162.53323,1,2,no,yes,no,no,no,yes,1,1,519.4285714285714,23,1.7533333333333332,NA,g,g,mid,F,F,0.805824561596106,5.326076014046668,1.200000000000017,0.30000000000001137
DVA12S,-0.1810000000000116,163.20423,2,1,no,no,yes,no,no,no,1,1,23,412.57142857142856,NA,1.467142857142857,g,g,mid,F,F,5.326076014046668,0.7132087821662018,0.30000000000001137,0.8700000000000045
DVA12S,1.0360000000000014,164.07423,1,2,no,no,no,no,no,no,1,2,412.57142857142856,293.55555555555554,1.467142857142857,1.7125,g,g,mid,F,F,0.7132087821662018,1.0105519335713706,0.8700000000000045,2.492999999999995
DVA12S,0.9830000000000041,167.60323,2,1,yes,no,no,no,yes,no,2,3,293.55555555555554,373.6666666666667,1.7125,2.30875,g,g,mid,F,F,1.0105519335713706,1.0579153117388274,2.492999999999995,3.1810000000000116
DVA12S,-0.06200000000001182,171.70523,1,2,no,no,no,yes,no,no,3,2,373.6666666666667,68,2.30875,2.335,g,x,low,F,F,1.0579153117388274,1.2769684941568702,3.1810000000000116,1.2789999999999964
DVA12S,0.17000000000001592,172.98423,2,1,yes,no,no,no,yes,no,2,3,68,426.22222222222223,2.335,1.8855999999999997,x,g,mid,F,F,1.2769684941568702,0.9251092458309348,1.2789999999999964,5.793999999999983
DVA12S,0.23799999999999955,178.94823,1,2,no,no,no,no,no,yes,3,1,426.22222222222223,2702,1.8855999999999997,1.53,g,g,low,F,F,0.9251092458309348,1.2832717099663817,5.793999999999983,0.17000000000001592
DVA12S,1.032999999999987,179.35623,2,1,no,no,yes,no,no,no,1,4,2702,363.73333333333335,1.53,1.5662962962962963,g,g,mid,F,F,1.2832717099663817,0.8271470552126496,0.17000000000001592,6.477000000000004
DVA12S,0.3599999999999852,186.86623,1,2,no,no,no,no,no,yes,4,1,363.73333333333335,160,1.5662962962962963,2.83,g,g,mid,F,F,0.8271470552126496,1.0777614839709937,6.477000000000004,0.3400000000000034
DVA12S,-0.103999999999985,187.46223,2,1,no,no,yes,no,no,no,1,1,160,274.5,2.83,1.615833333333333,g,g,high,F,F,1.0777614839709937,1.0764810173431414,0.3400000000000034,3.4939999999999998
DVA12S,1.2079999999999984,190.95623,1,2,no,no,no,no,no,no,1,2,274.5,306.75,1.615833333333333,1.416,g,g,mid,F,F,1.0764810173431414,0.8906813883896533,3.4939999999999998,1.2439999999999998
DVA12S,0.6090000000000089,193.40823,2,1,yes,no,no,no,yes,no,2,1,306.75,66,1.416,1.27,g,g-x,mid,F,F,0.8906813883896533,2.2777970381655392,1.2439999999999998,0.8099999999999739
DVA12S,1.3460000000000036,194.82723,1,2,no,yes,no,yes,no,no,1,1,66,389.375,1.27,1.5814285714285714,x-g,g,mid,F,F,2.2777970381655392,0.8986806103369132,0.8099999999999739,2.0100000000000193
DVA12S,0.17099999999999227,198.18323,2,1,yes,no,no,no,yes,no,1,2,389.375,157.9,1.5814285714285714,1.77625,x-g,g-x,mid,F,F,0.8986806103369132,1.0854703783591526,2.0100000000000193,2.742999999999995
DVA12S,0.37299999999999045,201.09723,1,2,no,no,no,no,no,yes,2,1,157.9,1376,1.77625,1.53,g,g,high,F,F,1.0854703783591526,1.511972081871231,2.742999999999995,0.29000000000002046
DVA12S,0.38800000000000523,201.76023,2,1,no,no,yes,no,no,no,1,3,1376,501.34375,1.53,1.5792857142857144,x,g,mid,F,F,1.511972081871231,0.9781509911181353,0.29000000000002046,8.96799999999999
DVA12S,0.27000000000001023,211.11623,1,2,no,no,no,no,no,yes,3,1,501.34375,160,1.5792857142857144,2.83,g,g,low,F,F,0.9781509911181353,1.870525116757042,8.96799999999999,0.28999999999999204
DVA12S,0.13399999999998613,211.67623,2,1,no,no,yes,no,no,no,1,2,160,437.61538461538464,2.83,1.7469999999999999,x,g,mid,F,F,1.870525116757042,0.8994991204445172,0.28999999999999204,3.3680000000000234
DVA12S,0.44899999999998386,215.17823,1,2,no,no,no,yes,no,no,2,1,437.61538461538464,441.625,1.7469999999999999,1.3883333333333334,g,g,mid,F,F,0.8994991204445172,0.9819330665247986,3.3680000000000234,1.3199999999999932
DVA12S,0.521000000000015,216.94723,2,1,yes,no,no,no,yes,no,1,2,441.625,560.25,1.3883333333333334,1.4235294117647057,g,g-x,mid,F,F,0.9819330665247986,0.8385784555015346,1.3199999999999932,3.790999999999997
DVA12S,0.35900000000000887,221.25923,1,2,no,no,no,yes,no,no,2,1,560.25,6,1.4235294117647057,NA,g,g,low,F,F,0.8385784555015346,0.957215504781374,3.790999999999997,2.069999999999993
DVA12S,0.37700000000000955,223.68823,2,1,yes,no,no,no,yes,no,1,1,6,2702,NA,1.53,x-g,g,low,F,F,0.957215504781374,0.6276892894955861,2.069999999999993,0.08999999999997499
DVA12S,0.974000000000018,224.15523,1,2,no,yes,no,no,no,no,1,1,2702,118.5,1.53,NA,g,g,mid,F,F,0.6276892894955861,2.226875465585966,0.08999999999997499,0.3599999999999852
DVA12S,0.5240000000000009,225.48923,2,1,no,no,no,no,no,yes,1,5,118.5,758.5714285714286,NA,1.5429999999999997,x,g,high,F,F,2.226875465585966,1.0249385899789503,0.3599999999999852,6.2690000000000055
DVA12S,0.5279999999999916,232.28223,1,2,no,no,no,no,no,yes,5,1,758.5714285714286,2702,1.5429999999999997,1.53,g,g,low,F,F,1.0249385899789503,1.8551747375122447,6.2690000000000055,0.18000000000000682
DVA12S,0.1640000000000157,232.99023,2,1,no,no,yes,no,no,no,1,1,2702,837.3333333333334,1.53,1.5859999999999999,g,g,mid,F,F,1.8551747375122447,1.2612984515355314,0.18000000000000682,1.1999999999999886
DVA12S,0.5380000000000109,234.35423,1,2,no,no,no,no,no,yes,1,1,837.3333333333334,2702,1.5859999999999999,1.53,x-g,g,mid,F,F,1.2612984515355314,1.5609778058347685,1.1999999999999886,0.21999999999999886
DVA12S,-0.13400000000001455,234.97823,2,1,no,no,yes,no,no,no,1,1,2702,391.1333333333333,1.53,1.7166666666666668,g,g,mid,F,F,1.5609778058347685,0.9633831560533596,0.21999999999999886,4.161000000000001
DVA12S,0.41900000000001114,239.13923,1,2,no,no,no,yes,no,no,1,1,391.1333333333333,276.6666666666667,1.7166666666666668,1.36375,g,x,high,F,F,0.9633831560533596,1.2345024656983858,4.161000000000001,2.0
DVA12S,0.9110000000000014,241.55823,2,1,yes,no,no,no,yes,no,1,1,276.6666666666667,1597,1.36375,1.3,g,x,mid,F,F,1.2345024656983858,0.8317955852043952,2.0,0.21999999999999886
DVA12S,-0.21000000000000796,242.47923,1,2,no,yes,no,yes,no,no,1,1,1597,292.4,1.3,1.8659999999999997,x,x,mid,F,F,0.8317955852043952,0.7563755367297507,0.21999999999999886,1.3899999999999864
DVA12S,-0.5719999999999743,243.29723,2,1,yes,no,no,no,no,no,1,4,292.4,478.35714285714283,1.8659999999999997,1.434090909090909,x,x-g,mid,F,F,0.7563755367297507,1.0686718677354428,1.3899999999999864,11.359999999999985
DVA12S,0.242999999999995,254.65723,1,2,no,no,no,no,no,yes,4,1,478.35714285714283,2702,1.434090909090909,1.53,g,g,mid,F,F,1.0686718677354428,1.4329144461263592,11.359999999999985,0.17000000000001592
DVA12S,0.46299999999999386,255.07023,2,1,no,no,yes,no,no,no,1,1,2702,415.04347826086956,1.53,1.7822222222222222,g,g,mid,F,F,1.4329144461263592,0.8715259346658782,0.17000000000001592,5.4150000000000205
DVA12S,0.3779999999999859,260.94823,1,2,yes,no,no,no,yes,no,1,1,415.04347826086956,1246.25,1.7822222222222222,1.8433333333333335,g,g-x,high,F,F,0.8715259346658782,1.039051510371229,5.4150000000000205,0.7400000000000091
DVA12S,-0.5150000000000432,261.55123,2,1,no,yes,no,no,no,no,1,3,1246.25,444.14285714285717,1.8433333333333335,1.4185714285714286,x,g,mid,F,F,1.039051510371229,1.1487498968334369,0.7400000000000091,3.3590000000000373
DVA12S,-0.2950000000000159,264.61523,1,2,no,no,no,no,no,no,3,1,444.14285714285717,762.3333333333334,1.4185714285714286,1.9766666666666666,x,x,mid,F,F,1.1487498968334369,1.4008812065324918,3.3590000000000373,0.4900000000000091
DVA12S,0.13900000000001,265.10523,2,1,no,no,no,no,no,no,1,2,762.3333333333334,762.5714285714286,1.9766666666666666,1.4507692307692304,x,x,high,F,F,1.4008812065324918,1.0777838306194796,0.4900000000000091,3.7439999999999714
DVA12S,-0.4339999999999691,268.55423,1,2,no,no,no,no,no,no,2,1,762.5714285714286,211.5,1.4507692307692304,2.223333333333333,g,x,mid,F,F,1.0777838306194796,1.254921811191676,3.7439999999999714,0.8199999999999932
DVA12S,0.40100000000001046,269.37423,2,1,no,no,no,no,no,yes,1,3,211.5,603.1428571428571,2.223333333333333,1.515,x,g,mid,F,F,1.254921811191676,1.2489006663188182,0.8199999999999932,3.983000000000004
DVA12S,0.9259999999999877,273.75823,1,2,no,no,no,yes,no,no,3,3,603.1428571428571,392.0833333333333,1.515,1.77875,x,x-g,mid,F,F,1.2489006663188182,0.9877114355918591,3.983000000000004,3.33299999999997
DVA12S,-0.3919999999999959,277.62523,2,1,no,no,no,no,no,no,3,1,392.0833333333333,359,1.77875,1.3000000000000003,g,g,mid,F,F,0.9877114355918591,1.1332718883024553,3.33299999999997,0.8899999999999864
DVA12S,1.039000000000044,278.51523,1,2,no,no,no,yes,no,no,1,1,359,180.6,1.3000000000000003,1.33,g,g,mid,F,F,1.1332718883024553,1.2490008997940052,0.8899999999999864,1.2999999999999545
DVA12S,0.7110000000000127,280.85423,2,1,yes,no,no,yes,yes,no,1,1,180.6,37,1.33,1.07,g,g,mid,F,F,1.2490008997940052,1.279425850987626,1.2999999999999545,0.160000000000025
DVA12S,0.28899999999998727,281.72523,1,2,yes,yes,no,no,yes,no,1,6,37,695,1.07,1.8649999999999998,g,g,mid,F,F,1.279425850987626,1.400390018541301,0.160000000000025,7.2479999999999905
DVA12S,0.20100000000002183,289.26223,2,1,no,no,no,no,no,yes,6,1,695,160,1.8649999999999998,2.83,g,g,high,F,F,1.400390018541301,1.0356108902889438,7.2479999999999905,0.3299999999999841
DVA12S,-0.08800000000002228,289.70523,1,2,no,no,yes,no,no,no,1,8,160,448.5744680851064,2.83,1.8880555555555558,g,g,mid,F,F,1.0356108902889438,0.9575349104012213,0.3299999999999841,13.742000000000019
DVA12S,0.8600000000000136,303.44723,2,1,no,no,no,no,no,no,8,2,448.5744680851064,338.42857142857144,1.8880555555555558,1.9076923076923078,g,g,mid,F,F,0.9575349104012213,0.8739345320703935,13.742000000000019,3.3140000000000214
DVA12S,1.1089999999999804,307.62123,1,2,yes,no,no,no,yes,no,2,1,338.42857142857144,188,1.9076923076923078,NA,x,x-g,mid,F,F,0.8739345320703935,2.7729344883858538,3.3140000000000214,0.3199999999999932
DVA12S,0.21699999999998454,309.05023,2,1,no,yes,no,no,no,no,1,1,188,9,NA,NA,g,g,mid,F,F,2.7729344883858538,1.0401997696469416,0.3199999999999932,0.2300000000000182
DVA12S,0.4420000000000073,309.49723,1,2,no,no,no,no,no,no,1,2,9,608.375,NA,2.07,g,g,mid,F,F,1.0401997696469416,0.9746332244443312,0.2300000000000182,1.9529999999999745
DVA12S,1.1469999999999914,311.89223,2,1,no,no,no,no,no,yes,2,1,608.375,2702,2.07,1.53,x-g,g,mid,F,F,0.9746332244443312,1.2211716934929235,1.9529999999999745,0.21000000000003638
DVA12S,0.5559999999999832,313.24923,1,2,no,no,yes,no,no,no,1,3,2702,647.68,1.53,1.8780000000000001,g,x-g,mid,F,F,1.2211716934929235,1.0591480815469048,0.21000000000003638,5.680999999999983
DVA12S,-0.04800000000000182,319.43823,2,1,no,no,no,no,no,yes,3,1,647.68,160,1.8780000000000001,2.83,g,g,low,F,F,1.0591480815469048,1.0116794461905145,5.680999999999983,0.34000000000003183
DVA12S,0.007000000000005002,319.77823,1,2,no,no,yes,yes,no,no,1,1,160,151.66666666666666,2.83,1.765,g,g,high,F,F,1.0116794461905145,0.9690604479406016,0.34000000000003183,0.5699999999999932
DVA12S,0.8559999999999945,320.35523,2,1,yes,no,no,no,yes,no,1,5,151.66666666666666,574.3409090909091,1.765,1.9205263157894734,x,g,mid,F,F,0.9690604479406016,1.0528123570497254,0.5699999999999932,10.142999999999972
DVA12S,-0.25799999999998136,331.09623,1,2,no,no,no,no,no,yes,5,1,574.3409090909091,1397.5,1.9205263157894734,1.4300000000000002,g,g,high,F,F,1.0528123570497254,1.3357581043622162,10.142999999999972,0.7599999999999909
DVA12S,0.1400000000000432,331.85623,2,1,no,no,yes,no,no,no,1,4,1397.5,637.3181818181819,1.4300000000000002,1.8964999999999996,g,g,high,F,F,1.3357581043622162,0.8563356362534228,0.7599999999999909,8.100999999999999
DVA12S,0.3739999999999668,340.09723,1,2,yes,no,no,no,yes,no,4,1,637.3181818181819,2702,1.8964999999999996,1.53,g,g,high,F,F,0.8563356362534228,1.6941297061860676,8.100999999999999,0.22000000000002728
DVA12S,0.06299999999998818,340.69123,2,1,no,yes,no,no,no,no,1,5,2702,439.5952380952381,1.53,1.892631578947368,g,g,mid,F,F,1.6941297061860676,0.8032829669006929,0.22000000000002728,9.336000000000013
DVA12S,1.1569999999999823,350.09023,1,2,no,no,no,no,no,no,5,3,439.5952380952381,709.5,1.892631578947368,1.8879166666666671,g,g,mid,F,F,0.8032829669006929,0.9215410367366443,9.336000000000013,7.8559999999999945
DVA12S,0.117999999999995,359.10323,2,1,no,no,no,no,no,yes,3,1,709.5,2702,1.8879166666666671,1.53,x,g,mid,F,F,0.9215410367366443,1.8932449497723975,7.8559999999999945,0.22000000000002728
DVA12S,0.4900000000000091,359.44123,1,2,no,no,yes,no,no,no,1,2,2702,360.8888888888889,1.53,1.4066666666666667,g,x,mid,F,F,1.8932449497723975,0.9418242963259292,0.22000000000002728,2.6370000000000005
DVA12S,0.6809999999999832,362.56823,2,1,no,no,no,no,no,no,2,1,360.8888888888889,693,1.4066666666666667,1.54125,x-g,g,mid,F,F,0.9418242963259292,1.0007911787086754,2.6370000000000005,1.8789999999999623
DVA12S,0.42600000000004457,365.12823,1,2,yes,no,no,no,yes,no,1,3,693,1136.5,1.54125,1.5575,g,g,mid,F,F,1.0007911787086754,1.195963614407929,1.8789999999999623,4.258999999999958
DVA12S,1.3350000000000364,369.81323,2,1,no,no,yes,yes,no,no,3,NA,1136.5,NA,1.5575,NA,g,g,mid,F,F,1.195963614407929,1.0977047219885607,4.258999999999958,1.1599999999999682
DVA12S,0.8010000000000446,372.30823,1,2,yes,no,no,yes,yes,no,NA,1,NA,303,NA,1.13,g,g,mid,F,F,1.0977047219885607,2.6259812671509746,1.1599999999999682,0.38999999999998636
DVA12S,0.3410000000000082,373.49923,2,1,yes,yes,no,yes,yes,no,1,2,303,386.85,1.13,1.783529411764706,g,g,mid,F,F,2.6259812671509746,1.0202428681273072,0.38999999999998636,5.076999999999998
DVA12S,0.3059999999999832,378.91723,1,2,yes,no,no,no,yes,no,2,1,386.85,342.4166666666667,1.783529411764706,1.68,g,g,low,F,F,1.0202428681273072,0.920499239296567,5.076999999999998,2.490000000000009
DVA12S,0.4309999999999832,381.71323,2,1,no,yes,no,no,no,yes,1,1,342.4166666666667,2702,1.68,1.53,x,g,high,F,F,0.920499239296567,1.2655556602766058,2.490000000000009,0.13999999999998636
DVA12S,0.012000000000000455,382.28423,1,2,no,no,yes,no,no,no,1,1,2702,258.45454545454544,1.53,1.6666666666666667,g,g,mid,F,F,1.2655556602766058,0.8050166800439131,0.13999999999998636,2.330000000000041
DVA12S,0.02199999999999136,384.62623,2,1,no,no,no,no,no,yes,1,1,258.45454545454544,2702,1.6666666666666667,1.53,x-g,g,mid,F,F,0.8050166800439131,1.743602213612182,2.330000000000041,0.20999999999997954
DVA12S,1.4979999999999905,384.85823,1,2,no,no,yes,no,no,no,1,3,2702,724,1.53,1.4449999999999998,g,g,mid,F,F,1.743602213612182,0.9209624960409495,0.20999999999997954,3.9890000000000327
DVA12S,0.5279999999999632,390.34523,2,1,no,no,no,yes,no,no,3,1,724,289.375,1.4449999999999998,1.5357142857142854,x,g,mid,F,F,0.9209624960409495,0.7768659362339021,3.9890000000000327,1.3799999999999955
DVA12S,2.1070000000000277,392.25323,1,2,yes,no,no,no,yes,no,1,6,289.375,288.3720930232558,1.5357142857142854,1.9977777777777779,g,g,mid,F,F,0.7768659362339021,0.92085343234225,1.3799999999999955,15.185000000000002
DVA12S,0.3410000000000082,409.54523,2,1,no,no,no,no,no,yes,6,1,288.3720930232558,2702,1.9977777777777779,1.53,x,g,mid,F,F,0.92085343234225,1.454493822577502,15.185000000000002,0.17000000000001592
DVA12S,0.5409999999999968,410.05623,1,2,no,no,yes,no,no,no,1,2,2702,627.8,1.53,1.7088235294117646,g,x,mid,F,F,1.454493822577502,0.884410987399386,0.17000000000001592,3.352999999999952
DVA12S,0.5580000000000496,413.95023,2,1,no,no,no,no,no,yes,2,1,627.8,2702,1.7088235294117646,1.53,g,g,mid,F,F,0.884410987399386,1.610450313260883,3.352999999999952,0.20999999999997954
DVA12S,1.108000000000004,414.71823,1,2,no,no,yes,no,no,no,1,1,2702,1753,1.53,1.3,g,g,mid,F,F,1.610450313260883,1.4304148736887319,0.20999999999997954,0.39999999999997726
DVA12S,-0.08499999999997954,416.14123,2,1,no,no,no,yes,no,no,1,2,1753,410.92857142857144,1.3,1.6058333333333332,x,g,mid,F,F,1.4304148736887319,0.7258072371461274,0.39999999999997726,2.784999999999968
DVA12S,0.17500000000001137,418.92623,1,2,no,no,no,no,yes,no,2,8,410.92857142857144,567.671875,1.6058333333333332,2.2240350877192987,g,g-x,mid,F,F,0.7258072371461274,0.7960279380307487,2.784999999999968,11.68100000000004
DVA12S,0.4849999999999568,430.78223,2,1,no,no,no,yes,no,no,8,1,567.671875,497,2.2240350877192987,1.31,x,g,mid,F,F,0.7960279380307487,1.340332358642652,11.68100000000004,0.6800000000000068
DVA12S,-0.6129999999999995,431.33423,1,2,yes,no,no,no,no,no,1,12,497,461.33846153846156,1.31,2.0994736842105266,g,x,mid,F,F,1.340332358642652,0.9637023625015553,0.6800000000000068,17.840000000000032
DVA12S,-0.42900000000003047,448.74523,2,1,no,no,no,no,no,no,12,NA,461.33846153846156,NA,2.0994736842105266,NA,g,g,low,F,F,0.9637023625015553,1.3870180213527838,17.840000000000032,3.180000000000007
DVA12S,-0.48599999999999,451.43923,1,2,yes,no,no,no,yes,no,NA,1,NA,616,NA,2,g,g,mid,F,F,1.3870180213527838,1.432577167224005,3.180000000000007,0.9900000000000091
DVA12S,0.28499999999996817,452.42923,2,1,no,yes,no,no,no,yes,1,2,616,157.33333333333334,2,NA,x,g,mid,F,F,1.432577167224005,1.4845123375381584,0.9900000000000091,1.733000000000004
DVA12S,1.0459999999999923,454.44723,1,2,no,no,no,no,no,no,2,4,157.33333333333334,619,NA,1.7926666666666669,g,x,mid,F,F,1.4845123375381584,0.9428624462433721,1.733000000000004,9.473000000000013
DVA12S,0.07600000000002183,464.96623,2,1,no,no,yes,no,no,no,4,1,619,251.88888888888889,1.7926666666666669,1.732,g,g,mid,F,F,0.9428624462433721,1.5537338274440462,9.473000000000013,2.3899999999999864
DVA12S,-0.45699999999999363,466.97523,1,2,no,no,no,no,no,no,1,1,251.88888888888889,333.5,1.732,2.282222222222222,g,g,high,F,F,1.5537338274440462,0.860851356812612,2.3899999999999864,3.2690000000000055
DVA12S,-0.19900000000001228,470.04523,2,1,yes,no,no,no,yes,no,1,1,333.5,268.5,2.282222222222222,1.9000000000000001,x-g,g,low,F,F,0.860851356812612,1.7188989626570954,3.2690000000000055,1.0299999999999727
DVA12S,1.0649999999999977,471.07523,1,2,no,yes,no,no,no,no,1,1,268.5,1643,1.9000000000000001,1.33,g,g,mid,F,F,1.7188989626570954,1.5974202681158916,1.0299999999999727,0.5100000000000477
DVA12S,1.752999999999986,472.65023,2,1,no,no,no,yes,no,no,1,2,1643,373.2173913043478,1.33,1.7378260869565214,x,g,mid,F,F,1.5974202681158916,0.7394638829015583,0.5100000000000477,4.766999999999996
DVA12S,0.6959999999999695,479.17023,1,2,yes,no,no,no,yes,no,2,1,373.2173913043478,625.5,1.7378260869565214,1.9855555555555557,g,x,mid,F,F,0.7394638829015583,1.0004921210977784,4.766999999999996,2.140000000000043
DVA12S,-0.3170000000000073,481.68923,2,1,no,yes,no,no,no,yes,1,1,625.5,1397.5,1.9855555555555557,1.4300000000000002,x-g,g,mid,F,F,1.0004921210977784,1.2165038223497513,2.140000000000043,0.6899999999999977
DVA12S,0.29599999999999227,482.37923,1,2,no,no,yes,no,no,no,1,1,1397.5,347.8333333333333,1.4300000000000002,1.6280000000000001,g,g,mid,F,F,1.2165038223497513,1.0013448185682994,0.6899999999999977,1.170000000000016
DVA12S,0.3129999999999882,483.84523,2,1,no,no,no,no,no,yes,1,1,347.8333333333333,2702,1.6280000000000001,1.53,g,g,low,F,F,1.0013448185682994,1.0436358263579422,1.170000000000016,0.20999999999997954
DVA12S,0.8849999999999909,484.36823,1,2,no,no,yes,no,no,no,1,1,2702,262.3333333333333,1.53,2.187,g,g,mid,F,F,1.0436358263579422,0.9906851358395974,0.20999999999997954,2.680000000000007
DVA12S,0.27199999999999136,487.93323,2,1,no,no,no,no,no,yes,1,2,262.3333333333333,696.8571428571429,2.187,1.4466666666666665,x-g,g,mid,F,F,0.9906851358395974,0.975827786775626,2.680000000000007,4.048000000000002
DVA12S,1.2040000000000077,492.25323,1,2,no,no,no,yes,no,no,2,1,696.8571428571429,2,1.4466666666666665,NA,g,g,high,F,F,0.975827786775626,2.3739193786002417,4.048000000000002,0.37999999999999545
DVA12S,0.10099999999999909,493.83723,2,1,yes,no,no,no,yes,no,1,1,2,160,NA,2.83,g,g,mid,F,F,2.3739193786002417,0.7251003408854343,0.37999999999999545,0.2300000000000182
DVA12S,0.5360000000000014,494.16823,1,2,no,yes,no,no,no,no,1,1,160,1068,2.83,1.7600000000000002,g,g,mid,F,F,0.7251003408854343,1.1508803161490462,0.2300000000000182,0.7400000000000091
DVA12S,0.7950000000000159,495.44423,2,1,no,no,no,no,no,yes,1,3,1068,572.95,1.7600000000000002,1.6149999999999998,g,g,mid,F,F,1.1508803161490462,0.8662812804092999,0.7400000000000091,5.290999999999997
DVA12S,1.3589999999999804,501.53023,1,2,no,no,no,no,no,no,3,3,572.95,625.9333333333333,1.6149999999999998,2.1725,g,g,mid,F,F,0.8662812804092999,1.0746987083086137,5.290999999999997,3.4399999999999977
DVA12S,-0.29599999999999227,506.03323,2,1,no,no,no,no,no,no,3,1,625.9333333333333,892.25,2.1725,1.54,g,g,mid,F,F,1.0746987083086137,1.1532903480352252,3.4399999999999977,1.1000000000000227
DVA12S,0.4350000000000023,507.13323,1,2,no,no,no,no,no,no,1,1,892.25,282,1.54,1.6099999999999999,g,g,low,F,F,1.1532903480352252,0.9125147470134325,1.1000000000000227,1.829999999999984
DVA12S,1.625,509.39823,2,1,no,no,no,no,no,no,1,2,282,803.0588235294117,1.6099999999999999,1.7773333333333337,x,g,mid,F,F,0.9125147470134325,1.0886371659632246,1.829999999999984,3.2110000000000127
DVA12S,1.6589999999999918,514.23423,1,2,no,no,no,no,no,no,2,3,803.0588235294117,313.04545454545456,1.7773333333333337,1.486875,g,g,high,F,F,1.0886371659632246,0.9905280404601321,3.2110000000000127,5.836999999999989
DVA12S,1.3659999999999854,521.73023,2,1,no,no,no,no,no,no,3,2,313.04545454545456,551.3529411764706,1.486875,1.636470588235294,g,g,mid,F,F,0.9905280404601321,0.7564605051807706,5.836999999999989,3.3659999999999854
DVA12S,1.3640000000000327,526.46223,1,2,no,no,no,no,no,no,2,3,551.3529411764706,825.8823529411765,1.636470588235294,1.5686666666666667,g,g,high,F,F,0.7564605051807706,0.9681932254415407,3.3659999999999854,5.7690000000000055
DVA12S,-0.5810000000000173,533.01423,2,1,no,no,no,no,no,no,3,5,825.8823529411765,458.85,1.5686666666666667,1.863125,x,g,mid,F,F,0.9681932254415407,0.8740655601512696,5.7690000000000055,7.5090000000000146
DVA12S,0.6580000000000155,540.52323,1,2,no,no,no,no,no,yes,5,1,458.85,160,1.863125,2.83,g,g,mid,F,F,0.8740655601512696,1.0669013888907901,7.5090000000000146,0.33999999999991815
DVA12S,0.11300000000005639,541.52123,2,1,no,no,yes,yes,no,no,1,2,160,398.1333333333333,2.83,1.3616666666666666,g,g,mid,F,F,1.0669013888907901,0.7496184363397174,0.33999999999991815,3.477999999999952
DVA12S,-0.47199999999998,544.64023,1,2,yes,no,no,no,yes,no,2,2,398.1333333333333,368.6,1.3616666666666666,1.9614285714285715,g,x,mid,F,F,0.7496184363397174,1.0139668168353209,3.477999999999952,2.274000000000001
DVA12S,-0.23599999999999,546.67823,2,1,no,no,no,no,no,no,2,1,368.6,955.3333333333334,1.9614285714285715,1.3475000000000001,g,g,high,F,F,1.0139668168353209,1.5592805260650648,2.274000000000001,1.3700000000000045
DVA12S,-0.16200000000003456,547.88623,1,2,no,no,no,no,no,no,1,1,955.3333333333334,550.125,1.3475000000000001,1.32,g,x,mid,F,F,1.5592805260650648,0.8951792514974619,1.3700000000000045,1.5600000000000591
